#	ruleId	bucket	impact	SC	instances	pages	exampleUrl	selector	accessibleName	stratum	verdict
35	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	#testimonial-carousel-xl > .stories-carousel-header.carousel-header.container > .text-center	stories from the opencourseware community reflect the profound impact of sharing		
36	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/about	.pb-3:nth-child(3) > a[rel="noopener noreferrer"][target="_blank"]	local copies of the ocw site		
37	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.featured-news.d-md-block.d-none > a > .news-overlay > .featured-news-content > .featured-news-date	june #, #		
38	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.learn-more	learn more about the ocw mission	B	
39	probe/keyboard-trap	needs-review	critical	2.1.2	1	1	https://ocw.mit.edu/educator	iframe.w-100.h-100	professor gilbert strang on how he teaches #.# linear algebra.		
40	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.font-weight-normal	learn more about how you can help mit opencourseware share knowledge with the wo		
41	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.view-all-link	view all news stories	B	
42	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.discover	discover courses, materials, & teaching resources	B	
43	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.or	or	B	
44	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/educator	.white-color[target="_blank"]	chalk radio		
45	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.unlocking	unlocking knowledge, empowering minds.	B	
46	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.featured-news.d-md-block.d-none > a > .news-overlay > .featured-news-content > .featured-news-heading	gaining confidence and skill with mit open learning		
47	probe/keyboard-trap	needs-review	critical	2.1.2	1	1	https://ocw.mit.edu/about	iframe.h-100.w-100	documentary: “the courage to be open: mit opencourseware and the democratization		
48	color-contrast	needs-review	serious	1.4.3	1	1	https://ocw.mit.edu/	.flex-column.justify-content-center.d-flex > h2	your donation makes a difference		
